distance	Matrix_0
0	0.5345898818680466
100000	0.030506838192728626
200000	0.012390123922528492
300000	0.009125242900561123
400000	0.007324172266115493
500000	0.006306340432650421
600000	0.005740811219389555
700000	0.005127164341635616
800000	0.004821421154100564
900000	0.004514590302115985
1000000	0.004226222594722547
1100000	0.004017874047337285
1200000	0.0037966196236324905
1300000	0.003680820523072775
1400000	0.003534386730295091
1500000	0.003355077426807995
1600000	0.0032517021888292088
1700000	0.0030660002110909014
1800000	0.0029524849075373153
1900000	0.0029013302909458626
2000000	0.00285134547202516
2100000	0.0026834467657963607
2200000	0.0025764747472135693
2300000	0.0024915982444604964
2400000	0.0025145916645304004
2500000	0.0024600326906086324
2600000	0.002441131918117575
2700000	0.002348444174363591
2800000	0.002268030003550922
2900000	0.0022109173917890254
3000000	0.002183446786699121
3100000	0.0021661185212967235
3200000	0.0020706013482171184
3300000	0.002031673650765176
3400000	0.0019582797198112655
3500000	0.001983384027665923
3600000	0.0018986705607706832
3700000	0.001906171484229137
3800000	0.0018322066658380545
3900000	0.0018117464395048751
4000000	0.0017580420780299111
4100000	0.0017592889000030841
4200000	0.001665530159383423
4300000	0.0017283144441839827
4400000	0.0016798658253556148
4500000	0.0016459090216484338
4600000	0.0016436515470455964
4700000	0.0015245335167757609
4800000	0.0014990436150569058
4900000	0.001511819662746559
5000000	0.0015044181590704196
5100000	0.001439149111969592
5200000	0.0014613382062225626
5300000	0.001381897231046739
5400000	0.0014647536736731397
5500000	0.0014129498125679597
5600000	0.0014153238433515394
5700000	0.0013559470575862107
5800000	0.0013218923931338465
5900000	0.0013562461793693624
6000000	0.0013054895968844938
6100000	0.001239243471866432
6200000	0.0012500911276399887
6300000	0.001269649056056533
6400000	0.001256632082818767
6500000	0.0011529421433385558
6600000	0.0011695410444692105
6700000	0.0010815178995807518
6800000	0.0011355229648400415
6900000	0.0010997046272345776
7000000	0.0010990185778955812
7100000	0.001017971395819581
7200000	0.0010333932969198137
7300000	0.0009928475948336277
7400000	0.000994639122032279
7500000	0.0009966898006509635
7600000	0.0009834892049649666
7700000	0.0009581625166115528
7800000	0.0009894385296293573
7900000	0.0009177744827620269
8000000	0.0009400331693050831
8100000	0.000918318933684537
8200000	0.000899037919860249
8300000	0.0008932120094485536
8400000	0.0008861992203307397
8500000	0.0008897376613725392
8600000	0.0008590906264388073
8700000	0.0008696523634149733
8800000	0.0008531391078019408
8900000	0.0008623289963876613
9000000	0.0008248986342304193
9100000	0.0008243844527428563
9200000	0.000779408473306814
9300000	0.0008223031589093588
9400000	0.0007942787303098103
9500000	0.0007704868607985501
9600000	0.000765253342716132
9700000	0.0007547036839591651
9800000	0.0006892789451782935
9900000	0.0006983478597551511
10000000	0.0007385468060446891
10100000	0.0006904471233219624
10200000	0.0007029352018530626
10300000	0.0006679230412331282
10400000	0.0006498141769415113
10500000	0.0007204676603366268
10600000	0.0006937362757927742
10700000	0.0006551846763747682
10800000	0.0006465180466927578
10900000	0.0006699861213046289
11000000	0.0006044980409756426
11100000	0.0006401626448784289
11200000	0.0006399473012174664
11300000	0.000652442036683096
11400000	0.0006045152051884019
11500000	0.0006318646472886404
11600000	0.0006747220140460379
11700000	0.0006001240036309047
11800000	0.0006495872687389742
11900000	0.0006286212615126703
12000000	0.0006005902025900617
12100000	0.0005766728004217348
12200000	0.0005374865079303703
12300000	0.0005799832638623695
12400000	0.000589761102746122
12500000	0.0005932469084369
12600000	0.0006073884472899419
12700000	0.000582280319660824
12800000	0.00056623759535015
12900000	0.0005744134974928875
13000000	0.0005829570852706905
13100000	0.0005498365687885832
13200000	0.0005821317067876388
13300000	0.000575544632002889
13400000	0.0005930439838453393
13500000	0.000526737635266784
13600000	0.0005834943399190104
13700000	0.0005580929500515981
13800000	0.0005534044861763247
13900000	0.0005282164074341926
14000000	0.0005449451736790309
14100000	0.0005458540418425691
14200000	0.0005733207170265945
14300000	0.0006218962030539914
14400000	0.0005770240989919712
14500000	0.0005547670665879401
14600000	0.0006063889145401205
14700000	0.0005975464292918722
14800000	0.0005801344624399102
14900000	0.0006424368352373925
15000000	0.0006160437299384348
15100000	0.0005513985958822187
15200000	0.0005946205358790665
15300000	0.0005789935024976235
15400000	0.0005926055165983189
15500000	0.0005755855041662442
15600000	0.0006533336116262742
15700000	0.0006388268190474633
15800000	0.0005777466035606976
15900000	0.0006076456137699428
16000000	0.0006280496806465471
16100000	0.0006069644275140682
16200000	0.0005876787864326759
16300000	0.0006809162366673573
16400000	0.0006071385886550658
16500000	0.0006301192893850516
16600000	0.0006151026610087824
16700000	0.0005967374506378064
16800000	0.0005955716549330316
16900000	0.0007364625271106746
17000000	0.0005839410562181552
17100000	0.000597831591171454
17200000	0.0006517030069291817
17300000	0.0006410757424107267
17400000	0.0006845378078110086
17500000	0.0006737481506813301
17600000	0.0007285716241268455
17700000	0.0006232369541332525
17800000	0.0006648017685757061
17900000	0.000644181085579321
18000000	0.0006674698239219446
18100000	0.0006853858885300074
18200000	0.0007039673125864616
18300000	0.0006775692780623344
18400000	0.0006567253342883983
18500000	0.0006630294435437563
18600000	0.0006029084005451756
18700000	0.0007005634437960382
18800000	0.0006997378096289871
18900000	0.0007036796679744604
19000000	0.0007499558114212886
19100000	0.0007228107717780612
19200000	0.0006676237935574161
19300000	0.0007446551863964171
19400000	0.0006848157202478208
19500000	0.0008830094153578406
19600000	0.0007134116012455124
19700000	0.0007585690183032415
19800000	0.000735218459554615
19900000	0.0006992449938016922
20000000	0.0007751587948635872
20100000	0.0007755502015112932
20200000	0.0007382402021413078
20300000	0.0006314842491246278
20400000	0.0008318627928949869
20500000	0.0007763037050333026
20600000	0.0007757415499997131
20700000	0.0007929077092999118
20800000	0.0007325995490710985
20900000	0.0006595972051159664
21000000	0.0007902136289029778
21100000	0.0008060485337719474
21200000	0.000727407786489807
21300000	0.0008115510724256651
21400000	0.0006995926160585936
21500000	0.000768369347740056
21600000	0.0007978796492409864
21700000	0.0007443861121314504
21800000	0.0007098995736407991
21900000	0.0007780099722526581
22000000	0.0006770059252142158
22100000	0.0007878744150502478
22200000	0.0007492307073216247
22300000	0.0007800999383598435
22400000	0.0008413706206066346
22500000	0.000904616768760315
22600000	0.0008790739967864463
22700000	0.0008406173323253284
22800000	0.0008326001025249891
22900000	0.0009428445563130358
23000000	0.0008928152830321392
23100000	0.0008196292028906088
23200000	0.0007741159090048644
23300000	0.0007737788375595972
23400000	0.0007531654230381516
23500000	0.0008396026993755267
23600000	0.0007885642642634322
23700000	0.0008354566146989676
23800000	0.000866072033607421
23900000	0.0008861786639321576
24000000	0.0008412481955799873
24100000	0.0008092776665170475
24200000	0.0007767157081602405
24300000	0.0008791692641251171
24400000	0.0009044196457799631
24500000	0.0009094659345281191
24600000	0.0008234977291977392
24700000	0.0008464672286454752
24800000	0.0008064540165818794
24900000	0.0008794482165385417
25000000	0.0008661206886642547
25100000	0.000786634798824049
25200000	0.0008134517117641613
25300000	0.0008694473802116174
25400000	0.0010752203702525
25500000	0.0008102390931856484
25600000	0.0010099306978296175
25700000	0.0008670051572090517
25800000	0.0008606528892165197
25900000	0.0010556070412862189
26000000	0.0008936047666518023
26100000	0.0009154250209004297
26200000	0.001069245072853831
26300000	0.0011831598609127344
26400000	0.0009752535759644169
26500000	0.0010365035397270632
26600000	0.0013267724941162776
26700000	0.0009956264418737243
26800000	0.0010643112934205032
26900000	0.0011283552105307308
27000000	0.0007841540641758781
27100000	0.0010425388018947936
27200000	0.0009787228062966848
27300000	0.0011146265777354555
27400000	0.0012944682607680133
27500000	0.001158398692143915
27600000	0.0010935613126709948
27700000	0.000907682169368367
27800000	0.0009080636917086457
27900000	0.0010012576229592345
28000000	0.0010681536456946963
28100000	0.0011991619199952209
28200000	0.0010128787868969647
28300000	0.000992934104705718
28400000	0.0013074154612504353
28500000	0.0010530236818916123
28600000	0.001028846353551054
28700000	0.0012936677132556562
28800000	0.0012246560286252577
28900000	0.0010876733714297619
29000000	0.0017169048707248076
29100000	0.001558808282686845
29200000	0.0009506428549700095
29300000	0.001370871014990189
29400000	0.001179850202764709
29500000	0.0013729928950206363
29600000	0.0024505347655046066
29700000	0.0016647606624379894
29800000	0.0020767900331933637
29900000	0.002470960237287351
30000000	0.00239989787711239
30100000	0.003289943715176028
30200000	0.003654681915317286
30300000	0.0060037243806378374
