distance	Matrix_0
0	0.7084121172625387
100000	0.016112319616827124
200000	0.006221492538463957
300000	0.004578761182814532
400000	0.0037826225638574354
500000	0.003342759230100328
600000	0.003016268971408647
700000	0.0027339380172472488
800000	0.002598151072360178
900000	0.0024503592672537535
1000000	0.0023043235986110874
1100000	0.0022801873659419993
1200000	0.0021493556290492315
1300000	0.002087212093186929
1400000	0.002008748679487263
1500000	0.0019453822420216755
1600000	0.0018784231720232584
1700000	0.00178997271602175
1800000	0.0017756138821088464
1900000	0.0017150292586195026
2000000	0.0016915495655040432
2100000	0.0016535857435398054
2200000	0.0016233338508911477
2300000	0.0015644298271450337
2400000	0.0015264336828008642
2500000	0.0015261066983403076
2600000	0.0014727450218301038
2700000	0.0014760618692185503
2800000	0.001426132980851432
2900000	0.001360139957441667
3000000	0.0013741586926727578
3100000	0.0013613251359635634
3200000	0.0013158648019476278
3300000	0.0012943471551442054
3400000	0.001268862565909982
3500000	0.0012427192866714442
3600000	0.001211441332934477
3700000	0.001234941814072141
3800000	0.0012356780534771613
3900000	0.0012005634252110935
4000000	0.001177106847561063
4100000	0.0011504289457546877
4200000	0.0011183926172411815
4300000	0.0011473116635613318
4400000	0.0010904649293618305
4500000	0.0010858613360860611
4600000	0.0010752610766099065
4700000	0.001053977886947304
4800000	0.0010452656444122413
4900000	0.0010081522778824796
5000000	0.0010265653610083594
5100000	0.001002585011873643
5200000	0.0009573951686421484
5300000	0.000997898557489407
5400000	0.0009884233151195832
5500000	0.000953336818337561
5600000	0.0009716587584328828
5700000	0.0009204624669770839
5800000	0.0009097704098820318
5900000	0.0009407042944852851
6000000	0.0009308503828103842
6100000	0.0008720868259636875
6200000	0.0008351553432339254
6300000	0.00084557200366582
6400000	0.0008490302638544466
6500000	0.0008311997977257326
6600000	0.0008270042923854322
6700000	0.0008313597743333094
6800000	0.0008037770163057389
6900000	0.0008401925030787498
7000000	0.0008225374914022671
7100000	0.000809897162448995
7200000	0.0007981751761122731
7300000	0.0007496661013002018
7400000	0.0007831196991415718
7500000	0.0007364319210763729
7600000	0.0007019585471756984
7700000	0.0007275676115074361
7800000	0.0007409992647147586
7900000	0.0007264576727475535
8000000	0.0007323671973315202
8100000	0.0006901347022358814
8200000	0.0007307909340666971
8300000	0.0007120489715637828
8400000	0.0006558124476759024
8500000	0.0006704279475133141
8600000	0.0006449598039399225
8700000	0.0006601512501571845
8800000	0.0006808343270206479
8900000	0.0006417567989737103
9000000	0.0006157661704680824
9100000	0.0006412050742270455
9200000	0.0006366433248012805
9300000	0.0006341469495213954
9400000	0.0006625013271977636
9500000	0.0006081434976922255
9600000	0.0006219063966027741
9700000	0.0006257116125221211
9800000	0.0005708766501875664
9900000	0.0006018974300548662
10000000	0.0005924294253130255
10100000	0.0005865160314899362
10200000	0.0006041975156550647
10300000	0.0005730099019543329
10400000	0.0005771714768212758
10500000	0.0005426657067294597
