distance	Matrix_0
0	0.4007333489347072
100000	0.03027996459174414
200000	0.013673123716502885
300000	0.010124961872175578
400000	0.008368356809788056
500000	0.007349303420374119
600000	0.006703339360856718
700000	0.006151601099351038
800000	0.005754344269408189
900000	0.005461895936396964
1000000	0.0051210688600014445
1100000	0.004917098423859197
1200000	0.004651777200461323
1300000	0.00453900948177734
1400000	0.004384157981029044
1500000	0.004231758143284908
1600000	0.004094010663218217
1700000	0.0039467666336406885
1800000	0.0038073812236786224
1900000	0.0037676596772464863
2000000	0.003632115595024166
2100000	0.0035749294621227707
2200000	0.0035164961286533493
2300000	0.0033952537776354005
2400000	0.0034118737104240054
2500000	0.0032552441809601267
2600000	0.003200247648690837
2700000	0.003055596421571683
2800000	0.003057853464179973
2900000	0.0030085137754428033
3000000	0.002926712278137266
3100000	0.0028765735389158272
3200000	0.002863878154391024
3300000	0.002727481510116393
3400000	0.0026835788590732776
3500000	0.00266077097653092
3600000	0.002633940586983134
3700000	0.0025901048093264654
3800000	0.002531763841576504
3900000	0.002500686601573813
4000000	0.0024822468446403802
4100000	0.002441224437867124
4200000	0.002362757322525906
4300000	0.0023184717705938044
4400000	0.002299089023647773
4500000	0.0022680397142538313
4600000	0.002224049895945625
4700000	0.0022193058996109773
4800000	0.002176467948169895
4900000	0.002112975684281962
5000000	0.0020970463091135455
5100000	0.002122808190384125
5200000	0.0020972560414577886
5300000	0.0021198799099854454
5400000	0.002008429571642322
5500000	0.0019533443118598197
5600000	0.001969993423327006
5700000	0.0019152730418838433
5800000	0.0019056186020010605
5900000	0.0019036434474300893
6000000	0.001822641199076963
6100000	0.0018156184414891041
6200000	0.0017508197502167848
6300000	0.0017447457921165707
6400000	0.001768561208970681
6500000	0.0016438448507128812
6600000	0.001648459755059822
6700000	0.0016487819882812105
6800000	0.001631876153478934
6900000	0.0015022018897900224
7000000	0.0016310794416267208
7100000	0.0015148869151985877
7200000	0.0015749354469261757
7300000	0.0015431522109831057
7400000	0.0015347344574850597
7500000	0.0014736361827364668
7600000	0.0014856702615297205
7700000	0.0014587876130090687
7800000	0.0014694276667002362
7900000	0.0014661074055837046
8000000	0.0013946238753361744
8100000	0.001380373975002235
8200000	0.00132049890009794
8300000	0.001344776146333182
8400000	0.0013300565940210529
8500000	0.0013165828927808924
8600000	0.0013465515101578499
8700000	0.001282711646406005
8800000	0.0013006108401753032
8900000	0.001296648896871864
9000000	0.0012533465293443561
9100000	0.0013083494266577938
9200000	0.0012207670973627357
9300000	0.0012196195502554763
9400000	0.001177453026169837
9500000	0.0011954939737930698
9600000	0.0011882860802714542
9700000	0.0011510463861212445
9800000	0.0011484060130778025
9900000	0.001112642221879978
10000000	0.0011334168878906568
10100000	0.0010779099553747565
10200000	0.0010654411202076467
10300000	0.0010605064078283992
10400000	0.0010930416644170005
10500000	0.001063238281492063
10600000	0.0010383948385378782
10700000	0.0010360715486544313
10800000	0.0010193586816083357
10900000	0.0010651436146893224
11000000	0.000987520219565245
11100000	0.000978039726051029
11200000	0.0009601927915022144
11300000	0.000980630207477285
11400000	0.0009426935410305607
11500000	0.0010107139178552624
11600000	0.0009505143445191879
11700000	0.000943853820137789
11800000	0.0009464710248102498
11900000	0.0009402213579093266
12000000	0.0009522403868614317
12100000	0.0009520010797990463
12200000	0.0008964988125993994
12300000	0.0009311579586906589
12400000	0.0009243786335151078
12500000	0.0009055497188101743
12600000	0.0008940241959424156
12700000	0.0009134516569013025
12800000	0.0009282379270933935
12900000	0.0008552068804643364
13000000	0.0008867232665726425
13100000	0.0009195844117053812
13200000	0.000911211192673037
13300000	0.0008845184248149305
13400000	0.000922062461483827
13500000	0.0009273900375808038
13600000	0.0008912708182545364
13700000	0.0009306683206689726
13800000	0.0008826258299984244
13900000	0.000879885565784435
14000000	0.0008980759002273427
14100000	0.0008786967904299997
14200000	0.0009011577631942071
14300000	0.0008860855577774203
14400000	0.0009580461706705895
14500000	0.0009312645764322865
14600000	0.0009319526829579766
14700000	0.0009016844721980913
14800000	0.0009488392317703422
14900000	0.0009331745556447579
15000000	0.000936023899594118
15100000	0.0009569567714495304
15200000	0.000887469894505871
15300000	0.000951908001810935
15400000	0.0009026707544368283
15500000	0.0008939142059193151
15600000	0.0009399205017386941
15700000	0.000949493015778801
15800000	0.0009505890395830003
15900000	0.0009144925104581569
16000000	0.0009303943708297655
16100000	0.0009377027581523427
16200000	0.001001619029878915
16300000	0.0009411088882375283
16400000	0.0009811117826037804
16500000	0.0009820120068840675
16600000	0.000990034593196264
16700000	0.0009995707685316697
16800000	0.0010140302519808255
16900000	0.0010051049749947912
17000000	0.000954405606231747
17100000	0.000984018001936104
17200000	0.0009833540877958748
17300000	0.0010256239291169345
17400000	0.0009952036773675011
17500000	0.0010344346502128535
17600000	0.001044967308577882
17700000	0.0010782002596551306
17800000	0.0010264604908723656
17900000	0.0010694617030695534
18000000	0.0010189363267274557
18100000	0.0010191752837644898
18200000	0.0009939139221498534
18300000	0.0010291976429289014
18400000	0.001063456378590195
18500000	0.0009667830238707964
18600000	0.0010312621322762085
18700000	0.0010513996629678154
18800000	0.0010253202494072994
18900000	0.0010695722922874913
19000000	0.0010214945935855199
19100000	0.0010511098390397866
19200000	0.0010873610044002371
19300000	0.0011003629216639445
19400000	0.001034911832438276
19500000	0.0010683288058745482
19600000	0.0011006872718189013
19700000	0.001111874997460804
19800000	0.0010962286318566665
19900000	0.0010183127637650418
20000000	0.0010985146974597819
20100000	0.0010592998418862021
20200000	0.0010427662482298077
20300000	0.0011322422334977037
20400000	0.0010731528450364067
20500000	0.0011051224998648518
20600000	0.001145341171930545
20700000	0.0011616107342924328
20800000	0.00111747179557834
20900000	0.0011348451874171402
21000000	0.0010974799301803528
21100000	0.0012534047127324246
21200000	0.001124623001314512
21300000	0.0010650417036853056
21400000	0.0011207987838964756
21500000	0.0010744593435777652
21600000	0.0010955588543702863
21700000	0.0012107687414331548
21800000	0.001145378667218243
21900000	0.0011063504564139976
22000000	0.0011624777369094862
22100000	0.001279637746638692
22200000	0.0011573668978898063
22300000	0.0012466642898534732
22400000	0.0011499454174865712
22500000	0.0012525441791730637
22600000	0.0011883919719807338
22700000	0.0012586756671382686
22800000	0.0011890855566801374
22900000	0.0012894517815572534
23000000	0.0011921692726909543
23100000	0.0012255333434227716
23200000	0.0011893357889366824
23300000	0.0011753013057997658
