gene	M_1	M_2	M_3	O_1	O_2	O_3	WT_1	WT_2	WT_3
AT5G17120	1	0	0	1	0	0	0	0	0
AT5G17130	0	0	0	0	0	0	0	0	0
AT5G17140	0	0	0	0	0	0	0	0	0
AT5G17150	19	8	16	12	4	12	3	1	5
AT5G17160	478	145	290	40	24	3	30	16	2
AT5G17165	6	0	19	3	7	2	4	5	8
AT5G17167	2	2	6	0	0	0	0	0	0
AT5G17170	3541	2458	2908	4696	3361	2940	2646	3102	2264
AT5G17180	0	0	0	0	0	0	0	0	0
AT5G17190	956	1400	1058	966	1252	1096	1274	1034	1330
AT5G17200	0	0	1	0	2	0	0	0	0
AT5G17210	68	48	41	61	101	61	173	107	102
AT5G17220	767	721	445	4	10	13	70	58	25
AT5G17230	4536	3693	4576	6609	7030	5617	4083	4006	3952
AT5G17240	180	125	170	98	84	43	109	209	80
AT5G17250	348	398	374	191	155	177	237	270	204
AT5G17260	7	9	3	2	18	0	10	8	5
AT5G17270	582	639	611	265	245	219	185	252	147
AT5G17280	537	744	771	674	481	404	388	462	457
AT5G17290	873	1248	1254	1077	765	683	609	749	762
AT5G17300	89	104	68	23	33	48	42	30	77
AT5G17305	9	1	2	0	3	4	2	2	6
AT5G17310	792	662	734	766	684	489	623	603	715
AT5G17320	0	0	0	0	0	0	2	0	0
AT5G17330	13	225	94	55	11	48	125	4	63
AT5G17340	0	0	0	0	0	0	0	0	0
AT5G17345	0	0	0	0	0	0	0	0	0
AT5G17350	68	56	234	2071	1592	1754	1933	1805	2099
AT5G17360	86	102	94	68	97	56	120	137	104
AT5G17370	142	121	125	86	157	108	69	104	103
AT5G17380	1845	5573	5083	1530	1689	1240	2243	1704	2309
AT5G17390	9	36	30	0	17	0	8	17	12
AT5G17400	400	247	331	293	203	147	147	296	131
AT5G17410	476	357	389	235	322	236	201	223	187
AT5G17420	70	87	99	22	90	26	52	63	73
AT5G17430	2	0	3	0	0	0	2	0	0
AT5G17440	819	799	828	774	546	578	473	713	513
AT5G17450	159	367	224	260	153	192	296	284	346
AT5G17460	472	1055	622	628	1405	1074	4154	2442	4715
AT5G17470	0	0	3	0	0	0	0	0	0
AT5G17480	0	0	0	4	0	0	0	0	0
AT5G17490	222	1021	176	231	640	218	4576	5060	2741
AT5G17500	0	0	2	0	0	0	7	0	0
AT5G17510	824	784	745	564	396	443	546	627	486
AT5G17520	3153	3069	3250	2003	2478	2592	2322	2092	2534
AT5G17522	426	376	289	206	272	213	187	147	300
AT5G17523	1880	1820	1874	1008	1389	1546	1366	1118	1513
AT5G17530	1702	1640	1522	1081	1140	952	1034	920	1043
AT5G17540	65	54	55	74	65	84	88	89	86
AT5G17550	499	527	588	772	476	576	350	559	481
AT5G17560	968	1050	1129	845	728	623	823	874	834
AT5G17570	159	134	165	111	103	114	75	99	123
AT5G17580	178	210	177	134	97	115	42	104	95
AT5G17590	7	0	0	0	2	0	0	0	0
AT5G17600	182	176	178	148	72	94	272	300	124
AT5G17610	324	415	393	324	209	216	221	278	168
AT5G17620	311	176	251	155	146	90	105	190	77
AT5G17630	1040	682	780	395	365	301	481	520	353
AT5G17640	1003	878	1168	828	239	600	191	312	291
AT5G17650	169	360	356	190	268	231	347	292	302
AT5G17660	392	250	340	269	241	198	147	252	171
AT5G17670	1491	866	1490	1415	1207	884	1041	1744	1079
AT5G17680	44	64	40	14	33	34	22	27	18
AT5G17690	615	537	610	413	343	392	244	353	281
AT5G17700	630	457	376	87	142	111	141	227	114
AT5G17710	4238	2872	3829	1820	2065	1171	2382	3859	2276
AT5G17720	0	0	0	0	0	0	0	0	0
AT5G17730	0	0	0	0	0	0	0	0	0
AT5G17740	1	0	1	0	0	0	0	0	0
AT5G17750	0	0	0	0	0	0	0	0	0
AT5G17760	378	618	472	62	44	12	91	109	134
AT5G17770	2396	2251	2163	974	983	692	1300	1690	1180
AT5G17780	9	1	23	30	12	20	18	9	27
AT5G17790	750	573	751	310	312	242	323	340	276
AT5G17800	20	6	7	4	1	0	2	1	0
AT5G17810	1	0	0	1	0	0	0	0	0
AT5G17820	2	14	0	0	0	0	0	0	12
AT5G17830	10	8	9	15	8	4	11	12	10
AT5G17840	587	522	549	304	212	206	568	661	423
AT5G17847	0	4	3	1	0	1	17	8	13
AT5G17850	182	304	269	297	1042	551	2512	1900	2029
AT5G17860	86	848	340	732	600	568	1482	945	1236
AT5G17870	6848	4134	6694	3788	4027	2650	3976	6124	4172
AT5G17880	1058	1160	1178	1096	861	879	432	643	573
AT5G17890	1351	1463	1350	1193	1308	1262	655	856	668
AT5G17900	1047	1374	1344	815	780	715	777	801	918
AT5G17910	1411	2330	1559	1301	1265	1191	2090	1289	1564
AT5G17920	47215	39886	40031	29257	33890	23228	33476	38719	29988
AT5G17930	549	468	467	260	257	241	260	312	270
AT5G17950	0	0	0	0	0	0	0	0	0
AT5G17960	0	0	2	0	0	0	0	0	0
AT5G17970	0	0	0	0	0	0	0	0	2
AT5G17980	138	134	122	203	568	210	250	161	210
AT5G17990	3135	4993	2335	2289	2476	1418	3700	2885	3382
AT5G18000	17	15	6	31	12	4	1	6	3
AT5G18005	0	0	0	0	1	0	0	0	0
AT5G18010	30	14	13	0	10	1	2	4	2
AT5G18015	0	0	0	0	1	0	0	0	0
AT5G18020	75	17	28	4	12	4	4	1	0
AT5G18030	84	34	75	12	26	16	8	48	10
AT5G18037	2	0	0	0	0	1	3	0	2
AT5G18040	242	324	258	267	175	225	144	105	138
AT5G18050	50	16	54	7	8	10	2	28	16
AT5G18060	56	28	41	52	30	10	40	98	28
AT5G18065	177	209	153	50	27	46	22	29	43
AT5G18070	322	369	338	170	166	159	222	297	184
AT5G18080	46	60	75	8	8	8	16	58	8
AT5G18085	0	0	0	0	0	0	0	0	0
AT5G18090	0	5	0	5	0	0	0	0	2
AT5G18100	839	707	927	783	652	534	574	891	627
AT5G18110	1389	1821	1894	1374	1397	1221	1163	1337	1291
AT5G18120	488	649	481	414	450	414	247	317	345
AT5G18130	1801	7812	4663	4740	3071	4679	1272	844	2193
AT5G18140	1676	1689	1790	2537	2089	1962	1237	1854	1673
AT5G18150	512	536	427	1320	1065	976	857	1137	968
AT5G18160	0	0	0	0	1	1	0	0	0
AT5G18170	3531	6706	3824	5297	4491	4170	1983	2068	2354
AT5G18180	5	8	20	6	4	5	7	9	10
AT5G18190	1346	1693	1658	1506	1497	1508	1016	1255	1321
AT5G18200	381	474	470	270	296	378	258	212	232
AT5G18210	282	413	401	314	325	355	195	228	207
AT5G18220	42	44	10	44	17	35	9	8	17
AT5G18230	2829	3395	3098	2679	2886	2596	1922	2002	2226
AT5G18240	507	454	569	285	323	284	115	210	162
AT5G18245	741	613	747	420	414	392	140	301	265
AT5G18250	181	209	168	127	94	79	86	93	80
AT5G18255	720	807	879	597	406	490	285	382	435
AT5G18260	532	636	693	513	324	403	225	272	311
AT5G18270	141	251	282	7	13	45	39	3	37
AT5G18280	1498	1614	1437	1033	864	787	1180	1302	1153
AT5G18290	70	52	80	130	109	73	36	50	46
AT5G18300	1	0	2	7	6	11	8	8	5
AT5G18310	683	1817	1270	1250	1235	1016	1128	909	1018
AT5G18320	6	20	14	0	2	1	4	7	8
AT5G18330	0	0	0	0	0	0	1	0	0
AT5G18340	30	22	50	44	11	43	17	16	16
AT5G18350	10	34	15	9	12	6	3	2	10
AT5G18360	236	364	343	655	1215	932	601	333	503
AT5G18370	365	565	410	205	259	348	180	145	177
AT5G18380	14712	13146	13375	6089	4232	3405	6303	8562	5087
AT5G18390	236	306	249	172	120	140	61	110	105
AT5G18400	815	792	818	1479	2734	1420	2190	1480	1475
AT5G18403	0	0	0	18	0	0	0	0	0
AT5G18404	11	13	22	9	2	2	6	3	0
AT5G18407	0	1	0	1	0	0	0	0	0
AT5G18410	1780	1354	1467	1161	1430	1187	964	1125	981
AT5G18420	529	555	530	346	388	302	354	361	390
AT5G18430	82	36	70	11	53	25	16	27	4
AT5G18440	471	331	403	201	225	165	126	165	103
AT5G18450	0	0	0	0	4	4	0	0	0
AT5G18460	455	196	472	243	131	135	300	472	185
AT5G18470	480	801	618	1762	2230	1606	503	538	915
AT5G18475	152	125	191	104	72	90	86	108	89
AT5G18480	782	1273	1059	1214	1502	917	918	677	806
AT5G18490	772	2081	1503	2436	3675	2212	1698	987	1331
AT5G18500	3809	2239	3418	2242	2025	1765	1163	1622	1057
AT5G18510	0	0	0	2	0	0	2	0	0
AT5G18520	1855	2487	2041	1353	1478	1292	1923	1534	1696
AT5G18525	1581	2104	1855	1156	1288	1278	1072	1128	1069
AT5G18540	232	285	280	247	158	138	154	167	160
AT5G18550	577	639	565	491	565	371	711	609	486
AT5G18560	0	0	0	1	0	0	1	0	0
AT5G18570	2237	1580	2276	1080	1205	748	1100	1549	1086
AT5G18580	1394	1420	1636	1314	1205	1180	1069	1189	979
AT5G18590	2239	1837	2679	2062	1637	1653	758	1018	826
AT5G18600	828	816	1180	756	1322	648	1092	1034	994
AT5G18610	747	928	981	642	666	723	567	708	676
AT5G18620	1162	1029	1016	650	716	477	603	826	721
AT5G18630	1615	2454	2340	2940	2314	2345	976	1249	1728
AT5G18636	7	15	20	7	4	0	9	4	21
AT5G18640	1064	1434	1615	1450	1111	1221	459	668	824
AT5G18650	1587	1588	1906	1827	1673	2108	573	758	889
AT5G18660	3607	1501	2881	1694	1933	907	2443	3717	2075
AT5G18661	0	0	3	0	0	0	0	0	2
AT5G18670	5257	1275	1931	250	144	215	126	604	337
AT5G18680	1400	1648	1759	1087	415	731	292	622	511
AT5G18690	166	80	108	60	50	54	6	14	12
AT5G18700	848	377	598	273	347	154	144	234	112
AT5G18705	198	77	118	41	63	33	19	41	13
AT5G18710	19	20	9	10	2	4	0	7	2
AT5G18720	2	0	2	0	5	0	0	0	0
AT5G18730	26	36	26	9	9	14	8	16	6
AT5G18735	21	19	16	4	3	6	2	9	2
AT5G18740	31	6	26	2	3	0	0	8	2
AT5G18748	12	24	10	11	15	4	10	6	6
AT5G18750	349	380	339	290	275	257	200	163	191
AT5G18755	0	0	0	0	0	0	0	0	0
AT5G18760	604	745	830	710	519	628	376	464	415
AT5G18770	228	255	361	149	108	138	76	98	123
AT5G18780	184	613	384	200	173	186	242	115	184
AT5G18790	215	167	198	98	79	48	80	118	67
AT5G18800	1374	1369	1392	823	590	590	796	1204	726
AT5G18810	39	43	37	21	22	12	11	23	9
AT5G18820	414	292	308	164	163	181	151	208	92
AT5G18830	657	592	531	420	373	385	286	338	346
AT5G18840	173	115	61	55	16	32	18	2	16
AT5G18850	315	450	369	509	309	438	149	250	262
AT5G18860	623	1033	564	269	616	299	1387	1576	1455
AT5G18870	4	0	1	1	0	0	0	0	0
AT5G18880	4	0	0	0	1	0	0	0	0
AT5G18890	0	1	0	0	0	0	0	0	1
AT5G18900	495	757	612	191	166	194	251	294	286
AT5G18910	0	0	1	36	0	0	0	0	0
AT5G18920	59	46	62	23	24	16	16	73	22
AT5G18930	106	115	102	36	24	24	18	26	14
AT5G18933	0	0	0	0	0	0	0	1	0
AT5G18937	1	3	1	3	3	2	2	2	1
AT5G18940	580	688	605	480	470	402	283	408	335
AT5G18950	174	206	212	170	94	98	138	139	134
AT5G18960	1195	998	1008	726	681	681	596	820	678
AT5G18970	190	148	162	101	160	62	115	176	88
AT5G18980	591	726	767	606	426	530	233	439	396
AT5G18990	0	0	0	2	0	0	0	0	0
AT5G19000	1064	1517	1336	1221	1093	910	1333	1317	1242
AT5G19010	1942	2762	2418	2555	2220	2369	1136	1466	1548
AT5G19020	165	178	142	89	165	118	175	124	124
AT5G19025	132	155	99	147	105	93	273	290	234
AT5G19030	360	329	303	215	195	157	174	178	195
AT5G19040	6	18	9	9	12	0	56	12	49
AT5G19050	439	469	408	360	389	316	239	270	339
AT5G19060	77	23	33	32	12	20	32	60	36
AT5G19070	278	508	413	662	1127	536	1380	1100	1216
AT5G19080	346	463	394	331	421	343	318	275	325
AT5G19090	1554	795	1421	674	475	314	120	690	165
AT5G19095	0	0	0	0	0	0	0	0	0
AT5G19100	258	367	33	37	108	13	721	1091	1098
AT5G19110	1411	1522	168	39	161	24	3037	4967	2520
AT5G19120	10219	10855	8132	2590	2726	2172	1813	3351	2047
AT5G19130	714	1053	893	654	416	622	348	448	405
AT5G19140	31090	70255	51909	40482	28494	43107	20211	15640	24940
AT5G19150	1940	3692	2616	1838	1260	1945	1164	981	1398
AT5G19151	26	42	43	35	10	14	20	14	9
AT5G19160	94	191	220	44	58	59	15	23	15
AT5G19170	121	18	99	16	10	17	4	58	28
AT5G19172	0	0	0	1	0	0	0	0	0
AT5G19175	0	0	0	0	0	0	0	0	0
AT5G19180	1239	1266	1178	762	469	588	455	586	579
AT5G19190	2814	1182	2889	1679	435	1057	64	145	169
AT5G19200	238	269	290	145	72	143	46	41	39
AT5G19210	472	323	500	332	211	239	145	247	150
AT5G19220	7069	5884	7561	10588	12111	8946	8986	8679	8970
AT5G19221	3346	2903	3736	5001	5625	4244	4543	3970	4325
AT5G19230	930	2027	488	3799	6465	3042	4804	4369	4302
AT5G19240	1573	1573	1601	19406	29257	19129	10937	10345	10268
AT5G19250	3051	3565	3264	6342	7900	5121	3942	3819	4766
AT5G19260	96	69	84	88	182	116	100	190	44
AT5G19270	0	0	0	0	0	0	0	0	0
AT5G19280	630	811	784	621	559	576	463	573	549
AT5G19290	1248	1000	1252	474	376	224	406	652	466
AT5G19300	176	184	158	89	36	22	70	101	40
AT5G19310	475	340	488	349	403	297	239	379	264
AT5G19315	0	0	0	0	0	0	0	0	0
AT5G19320	558	632	678	351	274	258	268	271	359
AT5G19330	2605	2403	2479	1459	1708	1531	1324	1948	1507
AT5G19340	384	30	250	10	6	0	0	8	0
AT5G19350	1518	1694	1906	1118	795	889	708	743	724
AT5G19360	75	86	85	75	14	26	42	39	26
AT5G19370	1614	1275	1611	1065	1068	831	1108	1086	986
AT5G19380	186	127	203	291	293	241	171	157	119
AT5G19390	1980	1364	1805	1711	1671	1556	715	1167	827
AT5G19400	2844	4727	3750	2522	2314	2534	2850	2314	2747
AT5G19410	4	78	24	0	0	0	7	0	7
AT5G19420	501	649	624	396	319	412	248	288	255
AT5G19430	590	556	690	565	465	535	268	428	304
AT5G19440	1488	1897	1582	856	864	826	1087	761	1057
AT5G19450	1728	2348	2079	1655	1774	1276	2006	1825	1782
AT5G19460	759	668	732	613	706	574	644	773	641
AT5G19470	199	92	264	131	135	273	95	54	60
AT5G19473	1	0	0	21	0	0	0	0	4
AT5G19480	317	464	349	327	247	300	274	263	247
AT5G19485	660	793	749	413	323	342	422	424	383
AT5G19490	33	21	18	11	0	8	9	15	12
AT5G19500	2572	2241	2330	1453	1340	1173	1244	1935	1190
AT5G19510	6878	5595	6001	2808	2594	2096	2979	4915	2569
AT5G19520	138	77	29	4	6	4	0	6	7
AT5G19530	835	1026	606	382	603	440	99	257	153
AT5G19540	4312	5083	6443	6147	5480	5652	3923	3999	4019
AT5G19550	1062	1927	1433	876	790	851	1139	826	825
AT5G19560	4	0	2	3	0	0	0	0	0
AT5G19570	286	216	308	156	106	153	168	178	90
AT5G19580	113	173	200	718	92	67	62	118	115
AT5G19590	2151	3465	3127	2363	2235	2168	1958	1674	2161
AT5G19595	31	68	66	33	15	17	32	44	25
AT5G19600	23	199	92	43	30	13	21	27	21
AT5G19610	4	0	1	0	0	2	6	2	0
AT5G19620	1318	1144	1411	857	895	600	709	980	684
AT5G19630	345	332	354	263	210	220	131	172	139
AT5G19633	0	0	0	0	0	0	0	0	0
AT5G19640	0	0	0	2	0	0	0	0	0
AT5G19650	34	38	40	0	2	0	6	0	16
AT5G19660	842	1232	999	718	490	690	348	427	425
AT5G19670	347	281	358	277	221	266	101	194	84
AT5G19675	25	20	53	38	28	25	13	35	14
AT5G19680	659	703	648	357	352	350	291	359	250
AT5G19690	3237	3845	2782	1698	1877	1527	2034	1924	1792
AT5G19700	1	0	2	2	0	0	4	0	2
AT5G19710	0	0	0	0	0	0	0	0	0
AT5G19720	2	0	0	0	1	0	0	0	0
AT5G19730	77	25	63	44	82	35	63	121	46
AT5G19740	163	92	112	443	294	524	60	81	125
AT5G19750	1147	594	817	322	211	148	283	408	176
AT5G19760	6772	4809	7045	8120	6900	5059	6456	7472	5521
AT5G19770	15374	8069	15544	6033	4704	4081	3948	6498	4502
AT5G19780	14257	8418	14993	3907	3177	2715	2282	3930	2424
AT5G19790	251	130	279	79	33	29	42	116	35
AT5G19800	0	0	2	0	0	0	0	0	0
AT5G19810	6	14	22	0	4	0	0	2	0
AT5G19820	4337	4856	4594	3219	3144	3556	3320	3924	3318
AT5G19830	113	64	80	54	46	25	22	84	43
AT5G19840	177	246	206	136	93	123	112	140	105
AT5G19850	371	352	373	431	458	282	449	298	293
AT5G19855	1827	1706	2257	2303	2341	1875	1774	1548	1759
AT5G19860	1417	2397	2435	1973	1946	1808	1176	1326	1944
AT5G19870	6	0	2	2	6	4	0	0	0
AT5G19875	20	46	48	66	83	74	198	126	222
AT5G19880	0	9	6	41	1	0	0	0	2
AT5G19890	0	6	2	0	0	1	0	0	2
AT5G19900	657	1069	1077	912	851	931	1440	1189	1324
AT5G19910	222	227	244	185	134	122	103	145	175
AT5G19920	263	199	244	116	103	92	158	206	134
AT5G19930	337	370	360	259	287	260	356	241	269
AT5G19940	12761	12781	15645	18344	17319	16108	12789	16291	15296
AT5G19950	1013	1053	1307	1164	930	1004	935	1230	1016
AT5G19960	386	398	396	317	192	237	212	254	266
AT5G19970	25	6	22	2	16	4	9	12	14
AT5G19980	759	868	715	486	455	349	663	600	584
AT5G19990	2530	2563	2590	1512	1448	1131	1517	1612	1409
AT5G20000	932	1259	1327	848	745	671	816	601	828
AT5G20010	5760	6316	6238	8344	8760	8218	9635	9698	9098
AT5G20020	4392	4976	4403	2717	1952	1957	2610	3173	2507
AT5G20030	104	110	114	151	119	121	55	114	67
AT5G20040	904	587	783	453	375	296	382	524	367
AT5G20045	0	0	0	0	0	0	0	0	0
AT5G20050	1013	1551	1354	1773	1580	1252	1266	1129	1150
AT5G20060	1195	712	921	618	553	396	559	915	564
AT5G20070	772	658	676	695	728	545	617	680	788
AT5G20080	1315	1166	1007	686	739	568	820	1114	773
AT5G20090	939	1196	1136	993	786	793	706	870	798
AT5G20100	2	0	0	0	0	0	0	0	0
AT5G20110	311	417	609	79	26	53	6	6	14
AT5G20120	515	584	647	393	312	321	162	219	184
AT5G20130	930	695	1018	513	308	362	281	608	310
AT5G20140	1294	1005	1346	1302	1404	1098	1123	1252	1147
AT5G20150	282	174	215	166	40	87	35	144	118
AT5G20160	1173	959	880	445	385	303	470	544	375
AT5G20165	674	657	637	542	472	492	420	548	507
AT5G20170	615	554	616	374	365	357	726	662	623
AT5G20180	488	610	518	400	303	328	637	665	606
AT5G20190	2988	4759	3889	6103	10492	4556	21631	17535	17628
AT5G20200	972	1197	983	667	731	697	724	759	585
AT5G20220	321	254	372	449	407	375	355	392	378
AT5G20225	289	202	344	402	343	327	296	355	364
AT5G20230	5117	14334	10916	19876	31862	21420	36791	22768	27071
AT5G20240	59	20	30	22	37	1	0	5	15
AT5G20250	75851	50262	83859	23268	6128	16471	2490	12687	5359
AT5G20260	90	46	117	3	2	19	5	23	16
AT5G20270	1236	525	1352	569	357	388	715	405	678
AT5G20280	6460	8811	7952	8360	7280	9085	4881	4244	5140
AT5G20290	17454	12337	13616	6088	4384	2920	6397	10710	5054
AT5G20300	1071	1274	1274	984	795	829	637	1017	850
AT5G20310	0	0	0	0	0	0	0	2	0
AT5G20320	641	667	676	592	695	807	403	464	375
AT5G20330	0	1	1	4	0	0	0	0	0
AT5G20340	0	0	0	0	0	0	0	0	0
AT5G20350	1808	2617	2428	1949	2082	2107	1465	1306	1832
AT5G20360	346	308	325	358	288	361	381	385	450
AT5G20370	0	2	0	0	0	0	0	0	17
AT5G20380	770	922	1232	1523	1243	1402	841	747	1039
AT5G20390	0	0	0	41	0	2	0	0	0
AT5G20400	65	232	215	201	112	166	129	40	123
AT5G20410	185	108	215	295	164	262	45	78	58
AT5G20420	117	20	44	18	17	17	0	11	18
AT5G20430	3	0	0	0	0	0	0	0	0
AT5G20440	0	0	0	0	0	0	0	0	0
AT5G20447	0	1	1	0	0	0	0	0	0
AT5G20450	223	132	192	117	73	57	46	117	62
AT5G20460	0	0	0	0	0	0	0	0	0
AT5G20470	58	59	79	49	55	47	46	43	50
AT5G20480	476	573	398	920	1550	1033	2657	1772	1132
AT5G20490	1662	2477	2298	1778	2018	2082	1512	1291	1686
AT5G20500	1462	1409	1328	1041	801	640	725	1139	803
AT5G20510	254	213	237	138	75	86	61	114	78
AT5G20520	1144	1198	1209	649	696	607	425	806	596
AT5G20540	184	105	136	110	104	69	62	37	32
AT5G20550	13	35	2	0	0	0	0	0	0
AT5G20560	0	4	2	0	0	0	0	0	0
AT5G20570	1280	1447	1393	950	800	660	849	942	785
AT5G20580	259	192	268	242	205	183	142	180	160
AT5G20590	670	525	570	415	353	321	352	454	270
AT5G20600	949	735	830	343	295	265	392	570	318
AT5G20610	899	1304	1009	827	1027	965	1113	1104	1052
AT5G20620	2168	3577	3016	1246	955	973	1547	1526	1718
AT5G20630	8601	4112	5907	854	1656	440	300	3952	332
AT5G20635	224	25	161	37	4	3	3	10	1
AT5G20640	112	177	175	70	58	70	43	101	67
AT5G20650	2038	2691	2493	1472	1506	1258	944	1327	1324
AT5G20660	1879	2720	2222	1577	1481	1652	1179	1195	1178
AT5G20670	110	96	116	28	0	2	6	0	2
AT5G20680	435	477	525	425	260	391	436	427	340
AT5G20690	2	2	0	0	1	0	0	0	0
AT5G20700	3175	5277	3867	2305	1591	1884	2934	2118	2738
AT5G20710	20	0	2	8	18	2	2	3	2
AT5G20720	11106	5848	8342	4347	3817	2220	5344	9936	4549
AT5G20730	1836	2212	2035	1517	1449	1550	1176	1450	1518
AT5G20740	404	28	248	288	238	114	200	364	194
AT5G20790	0	22	18	0	2	4	2	6	2
AT5G20810	17	20	15	30	21	6	8	2	8
AT5G20820	36	34	46	6	4	6	0	13	4
AT5G20830	1282	4209	3800	488	424	578	503	273	1692
AT5G20840	1528	1435	1444	1395	1343	1481	796	883	938
AT5G20850	105	40	47	31	23	16	33	48	33
AT5G20852	0	0	0	0	0	0	0	0	0
AT5G20854	0	0	0	0	0	0	0	0	0
AT5G20856	0	0	0	0	0	0	0	0	0
AT5G20858	0	0	0	0	0	0	0	0	0
AT5G20860	8	52	16	0	0	0	12	2	4
AT5G20870	13	34	46	4	22	20	26	35	24
AT5G20885	334	296	252	222	232	220	112	194	144
AT5G20890	3648	3182	3021	1784	1650	1511	1543	1959	1296
AT5G20900	2121	3719	2436	3344	3903	2454	4991	4206	6406
AT5G20910	336	567	510	407	334	338	385	306	451
AT5G20920	1500	1480	1502	837	703	625	911	1104	773
AT5G20930	296	279	351	281	232	246	135	211	174
AT5G20935	154	118	150	351	198	206	92	106	121
AT5G20940	96	149	189	122	52	80	45	50	46
AT5G20950	3603	5721	4406	2314	2534	1967	1855	2626	2210
AT5G20960	349	1383	1015	478	310	425	157	106	142
AT5G20970	73	48	71	32	57	50	56	68	44
AT5G20980	520	406	448	197	260	242	209	230	190
AT5G20990	1634	2130	1765	1633	1448	1262	1659	1575	1381
AT5G20995	0	0	0	0	0	0	0	0	0
AT5G21010	494	548	587	359	393	394	295	315	398
AT5G21020	4399	9450	6759	7316	6653	10535	5008	3908	6309
AT5G21030	2	8	3	0	4	1	6	1	5
AT5G21040	835	954	872	769	461	504	929	882	925
AT5G21050	14	0	4	2	2	2	0	1	4
AT5G21060	695	659	600	533	522	401	483	572	437
AT5G21070	440	536	444	402	375	388	259	329	314
AT5G21080	0	0	2	8	1	0	1	0	0
AT5G21090	3939	7303	4505	3503	4484	3101	5620	4587	5310
AT5G21100	1551	1046	997	607	615	543	626	444	445
AT5G21105	2635	2320	1979	962	916	888	1916	1874	1217
AT5G21120	0	0	0	0	2	0	0	0	0
AT5G21125	0	0	1	0	0	0	0	0	0
AT5G21130	2	0	0	0	0	0	0	0	0
AT5G21140	103	59	93	39	39	21	27	32	30
AT5G21150	97	7	30	686	30	4	0	0	0
AT5G21160	4255	5202	4276	1387	1736	1600	1058	1580	1095
AT5G21170	4016	4302	4478	2310	2079	2241	694	1828	1771
AT5G21222	1514	1195	1466	1813	1593	1501	760	1576	1083
AT5G21274	1381	1686	1556	1102	722	870	808	1216	841
AT5G21280	54	133	56	56	14	14	88	135	113
AT5G21326	1155	1228	1181	1223	1063	1071	643	814	767
AT5G21378	0	0	0	0	0	0	0	0	0
AT5G21430	1840	1406	2292	2867	2478	2110	1980	1822	2171
AT5G21482	1018	831	770	404	202	298	307	324	323
AT5G21900	149	116	162	69	57	45	123	133	150
AT5G21910	1672	952	1527	1021	1047	757	1043	1822	1195
AT5G21920	2799	1644	2526	1736	1971	1331	1841	2629	2018
AT5G21930	4722	3993	5716	4753	3390	4358	1784	2244	2116
AT5G21940	6721	5519	5668	4239	4996	4889	1753	2303	2620
AT5G21950	181	228	139	53	42	33	41	30	36
AT5G21960	70	94	162	804	540	582	1221	2976	1829
AT5G21970	293	393	323	152	130	185	130	194	183
AT5G21990	1410	1978	1787	1513	1580	1176	3167	2920	3347
AT5G22000	1691	2743	2238	2282	2900	2391	2886	2783	2989
AT5G22010	782	942	836	527	457	493	516	458	424
AT5G22020	643	660	682	380	314	264	237	258	193
AT5G22030	849	792	796	595	529	627	466	617	533
AT5G22040	484	479	505	388	301	247	317	370	339
AT5G22050	1619	1356	1451	1163	914	841	584	556	676
AT5G22060	1659	2360	1546	1080	1263	767	1924	1312	1580
AT5G22070	771	1018	852	754	637	669	753	940	706
AT5G22080	736	884	882	570	514	472	451	624	522
AT5G22090	1367	1621	1662	1390	2077	2359	1601	1181	1414
AT5G22100	279	213	238	84	61	62	95	89	89
AT5G22110	122	78	100	31	48	21	63	106	41
AT5G22120	547	818	758	578	587	569	445	444	504
AT5G22130	216	247	188	61	72	105	85	89	40
AT5G22140	90	33	94	19	20	11	21	39	50
AT5G22145	30	12	21	2	12	7	8	13	19
AT5G22150	8	0	10	0	2	2	0	1	0
AT5G22160	0	0	0	0	0	0	0	0	0
AT5G22170	0	0	0	0	0	0	0	0	0
AT5G22180	0	0	0	0	0	0	0	1	1
AT5G22190	0	0	0	0	0	0	0	0	4
AT5G22200	4	0	10	1	0	0	0	10	0
AT5G22210	461	425	470	561	359	393	320	413	344
AT5G22220	156	145	179	104	122	62	161	182	216
AT5G22240	2	2	5	10	6	19	93	125	105
AT5G22250	332	782	1032	5647	4590	5723	3681	3527	3798
AT5G22260	0	0	1	0	0	0	4	2	0
AT5G22270	247	601	574	554	413	418	499	498	528
AT5G22280	419	356	393	394	402	260	203	301	218
AT5G22290	239	511	282	352	278	465	120	116	336
AT5G22300	333	471	582	1596	903	1462	562	470	570
AT5G22310	350	405	473	95	54	80	8	58	27
AT5G22315	0	0	0	0	0	0	0	0	0
AT5G22320	277	318	335	201	113	161	132	198	139
AT5G22330	516	528	544	282	234	225	254	179	236
AT5G22340	1798	1037	1362	1237	1077	577	1069	1892	952
AT5G22350	665	1050	796	538	508	560	812	604	769
AT5G22355	0	0	0	0	0	0	0	0	0
AT5G22360	867	1366	1110	1113	849	871	746	889	756
AT5G22370	421	361	362	218	200	182	230	229	194
AT5G22380	33	41	41	66	97	72	113	52	125
AT5G22390	259	505	229	316	203	122	388	537	336
AT5G22400	413	465	348	248	220	151	329	398	304
AT5G22410	0	0	0	0	0	0	0	0	0
AT5G22420	0	0	0	1	0	0	0	0	0
AT5G22430	200	0	7	8	336	0	1	0	0
AT5G22440	1736	931	1081	434	486	256	484	917	401
AT5G22450	1957	2420	2065	2040	4129	2971	2657	2115	2789
AT5G22460	246	24	163	23	37	27	3	63	20
